"","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_dt","event_time","presale_dt","onsale_dt","ord_create_dt","ord_create_time","sales_ord_tran_dt","print_dt","timezn_nm","venue_city_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm"
"4285","Premier Parking: Toby Keith","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Toby Keith","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%TOBY KEITH%VERIZON WIRELESS MUSIC CTR%SUN OCT 1 2006 7:30PM",1,20,"Mail",2006-10-01,"23:30:00",NA,2006-07-29,2006-08-18,"00:00:00",2006-08-18,2006-08-21,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4286","Darius Rucker: Southern Style Tour 2015","Darius Rucker","David Nail","CONCERTS","ROCK/POP","CONCERTS","Darius Rucker: Southern Style Tour 2015","   www.dariusrucker.com         DARIUS RUCKER          SOUTHERN STYLE TOUR                                    COVELLI CENTRE       SAT OCT 10 2015 7:30 PM  ",2,99.5,"eTicket",2015-10-10,"23:30:00",2015-08-04,2015-08-07,2015-08-04,"23:44:57",2015-08-04,2015-10-01,"CST","YOUNGSTOWN, OHIO","44503","mobile.ticketmaster.us","T ","Y ","Cleveland"
"4287","Incubus/deftones 2015 tour","Incubus","Deftones","CONCERTS","ROCK/POP","CONCERTS","Incubus/deftones 2015 tour","LIVE NATION | C3 PRESENTS          INCUBUS                     ***                     DEFTONES           AUSTIN360 AMPHITHEATER   AUG 17 2015 6:15PM SHARP ",2,50,"TicketFast",2015-08-17,"23:15:00",2015-04-20,2015-04-24,2015-05-06,"17:35:24",2015-05-06,2015-08-17,"CST","DEL VALLE, TEXAS","78617","www.ticketmaster.com","T ","Y ","San Antonio"
"4288","Verizon Wireless Music Center Indy Vip Parking: Tom Petty","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Music Center Indy Vip Parking: Tom Petty","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VIP PARKING PASS%VERIZON WIRELESS MUSIC CTR%SAT JUL 10 2010 7:30PM",1,25,"TicketFast",2010-07-10,"23:30:00",NA,2010-03-08,2010-03-10,"00:00:00",2010-03-10,2010-03-11,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4289","Ed Sheeran","Ed Sheeran","Passenger","CONCERTS","POP","CONCERTS","Ed Sheeran","                                  ED SHEERAN            WWW.EDSHEERAN.COM      HOLLYWOOD CASINO AMP CHI  NO PROF CAMS VID/AUD REC  WED SEP 16 2015 7:00 PM  ",2,86,"eTicket",2015-09-17,"00:00:00",2015-04-06,2015-04-10,2015-04-07,"02:37:07",2015-04-06,2015-09-16,"CST","TINLEY PARK, ILLINOIS","60477","www.concerts.livenation.com","T ","Y ","Chicago"
"4290","Journal Pavilion Premier Parking: Bonnie Raitt","Isleta Amphitheater VIP Parking","NULL","MISC","PARKING","PARKING","Journal Pavilion Premier Parking: Bonnie Raitt","!! NOT A CONCERT TICKET !!%VALID FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING OPEN 4:30P%JOURNAL PAVILION%THU SEPT 21, 2006",1,20,"Mail",2006-09-22,"01:30:00",NA,2006-05-19,2006-06-03,"00:00:00",2006-06-03,2006-06-08,"MST","ALBUQUERQUE, NEW MEXICO","87106","NULL","T ","N ","New Mexico"
"4291","Old National Centre Priority Pass: Cody Simpson","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Old National Centre Priority Pass: Cody Simpson","   MUST BE ACCOMPANIED        BY AN EVENT TICKET       GOOD THIS DATE ONLY          PRIORITY PASS        OLD NATIONAL CENTRE-INDY  SAT FEB 18 2012 7:00 PM  ",1,10,"TicketFast",2012-02-19,"00:00:00",NA,2012-01-11,2012-01-17,"00:42:44",2012-01-16,2012-01-16,"CST","INDIANAPOLIS, INDIANA","46204","NULL","T ","N ","Indiana-Ohio"
"4292","Premier Parking : 2007 b.b. king blues festival","Sleep Train Pavilion Concord Premier Parking","BB King Blues Festival","MISC","PARKING","PARKING","Premier Parking : 2007 b.b. king blues festival","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 9/8/07 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%SAT SEP 8 2007 7:00 PM",1,20,"TicketFast",2007-09-09,"02:00:00",NA,2007-06-29,2007-09-05,"00:00:00",2007-09-05,2007-09-05,"PST","CONCORD, CALIFORNIA","94521","NULL","T ","N ","N. California"
"4293","Timeflies","Timeflies","NULL","CONCERTS","ROCK/POP","CONCERTS","Timeflies"," DOORS 7:00 PM * ALL AGES         TIMEFLIES           THE JUST FOR FUN TOUR    THE PAGEANT * ST. LOUIS      WWW.THEPAGEANT.COM     FRI NOV 06 2015 8:00 PM  ",2,53,"eTicket",2015-11-07,"02:00:00",NA,2015-06-26,2015-10-04,"11:44:52",2015-10-04,2015-10-04,"CST","SAINT LOUIS, MISSOURI","63112","www.ticketmaster.com","T ","Y ","St. Louis"
"4294","Gorge Amphitheatre Premier Parking - rock the bells - sept 6","Gorge Amphitheatre Star Parking","Rock the Bells","MISC","PARKING","PARKING","Gorge Amphitheatre Premier Parking - rock the bells - sept 6","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SAT. SEPT 6, 2008",1,25,"TicketFast",2008-09-06,"20:00:00",NA,2008-06-07,2008-09-03,"00:00:00",2008-09-03,2008-09-05,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4295","Premier Parking : kelly clarkson","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : kelly clarkson","VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%PARKING FOR KELLY CLARKSON%LOT OPENS 3 HOURS PRIOR%SUN JUL 16, 2006 7:30PM",1,35,"TicketFast",2006-07-16,"23:30:00",2006-04-19,2006-04-22,2006-05-16,"00:00:00",2006-05-16,2006-05-16,"EST","MANSFIELD, MASSACHUSETTS","02048","NULL","T ","N ","Boston"
"4296","Dodge Theatre Parking","Dodge Theatre Parking","NULL","MISC","PARKING","PARKING","Dodge Theatre Parking","ADAMS STREET GARAGE%GOOD ONLY 6-12-07%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%TESLA%GARAGE OPENS AT 6:00 PM",1,8,"Mail",2007-06-13,"01:30:00",NA,2007-05-05,2007-05-04,"00:00:00",2007-05-04,2007-05-07,"MST","PHOENIX, ARIZONA","85003","NULL","T ","N ","Arizona"
"4297","Premier Parking: Godsmack & rob zombie","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Godsmack & rob zombie","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%GODSMACK/ROB ZOMBIE%VERIZON WIRELESS MUSIC CTR%SAT SEP 16 2006 1PM DOORS",1,20,"UPS",2006-09-16,"17:00:00",NA,2006-07-14,2006-09-01,"00:00:00",2006-09-01,2006-09-02,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4298","Fiddlers Green Amph Parking (pitbull/ke$ha)","Comfort Dental Amph Vip Parking","NULL","MISC","PARKING","PARKING","Fiddlers Green Amph Parking (pitbull/ke$ha)","  VIP PARKING PASS ONLY     PITBULL-NO SHOW ENTRY   TUSCANY PLAZA/FID GREEN CR NE OF BOX OFC/LOT 5:30PM    VAILD THIS DATE ONLY    TUE JUN 11 2013 7:00 PM  ",1,20,"TicketFast",2013-06-12,"01:00:00",NA,2013-04-05,2013-06-11,"19:42:21",2013-06-11,2013-06-11,"MST","ENGLEWOOD, COLORADO","80111","www.concerts.livenation.com","T ","N ","Colorado"
"4299","Tim Mcgraw W/ Luke Bryan & the band perry: the pavilion vip parking","Isleta Amphitheater VIP Parking","Tim McGraw","MISC","PARKING","PARKING","Tim Mcgraw W/ Luke Bryan & the band perry: the pavilion vip parking","       VIP PARKING                TIM MCGRAW         REDEEM @VIP PARKING LOT         THE PAVILION           NOT A SHOW TICKET        THURSDAY AUG 4 2011    ",1,20,"Mail",2011-08-05,"01:00:00",NA,2011-03-12,2011-07-02,"19:19:21",2011-07-02,2011-07-05,"MST","ALBUQUERQUE, NEW MEXICO","87106","NULL","T ","N ","New Mexico"
"4300","Brantley Gilbert","Brantley Gilbert","NULL","CONCERTS","COUNTRY","CONCERTS","Brantley Gilbert","      JRFM PRESENTS            BRANTLEY GILBERT            WITH GUESTS            COMMODORE BALLROOM     NO MINORS/GOV'T ID REQ'D  WED SEP 23 2015 DRS 7PM  ",2,84,"eTicket",2015-09-24,"02:00:00",NA,2015-04-24,2015-04-25,"03:32:51",2015-04-24,2015-09-23,"PST","VANCOUVER, BRITISH COLUMBIA","V6Z","www.concerts.livenation.com","T ","Y ","Vancouver"
"4301","Aly & aj-pnc bank arts center holmdel premier parking","PNC Bank Arts Center Holmdel Premier Parking","NULL","MISC","PARKING","PARKING","Aly & aj-pnc bank arts center holmdel premier parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%PNC BANK ARTS CENTER%THU AUG 2, 2007 7:00PM",1,30,"Mail",2007-08-02,"23:00:00",NA,2007-06-02,2007-06-22,"00:00:00",2007-06-22,2007-06-26,"EST","HOLMDEL, NEW JERSEY","07733","NULL","T ","N ","New York"
"4302","Gorge Camping - dave matthews band - sept 3-7","Gorge Camping","Dave Matthews Band","MISC","CAMPING","INVALID","Gorge Camping - dave matthews band - sept 3-7","%OVERNIGHT C A M P I N G%* * * * * *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%SEP 3 - 6, 2009",1,75,"Mail",2009-09-05,"01:00:00",NA,2009-03-13,2009-03-22,"00:00:00",2009-03-21,2009-03-27,"PST","QUINCY, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4303","Live105 Presents: Incubus/deftones 2015 tour","Incubus","Deftones","CONCERTS","ROCK/POP","CONCERTS","Live105 Presents: Incubus/deftones 2015 tour","   LIVE NATION PRESENTS            INCUBUS                                             DEFTONES           SHORELINE AMPHITHEATRE  AUG 26 2015 6:15 PM SHARP ",2,65,"eTicket",2015-08-27,"01:15:00",2015-04-20,2015-04-24,2015-04-24,"17:38:22",2015-04-24,2015-04-24,"PST","MOUNTAIN VIEW, CALIFORNIA","94043","www.concerts.livenation.com","T ","Y ","N. California"
"4304","Warner Building Pmi Garage - Premier Parking","Warner Building Pmi Garage - Premier Parking","NULL","MISC","PARKING","PARKING","Warner Building Pmi Garage - Premier Parking","      WARNER THEATRE          EVENT PARKING PASS     VALID 2 HRS PRE/1HR POST   WARNER BLDG PMI GARAGE    12 ST NW BETWEEN E & F   SUN JUL 21 2013 8:00 PM  ",1,14,"Mail",2013-07-22,"00:00:00",NA,2013-05-03,2013-05-04,"12:43:09",2013-05-04,2013-05-07,"EST","WASHINGTON, DISTRICT OF COLUMBIA","20004","www.concerts.livenation.com","T ","N ","Washington DC"
"4305","Dead & Company","Dead & Company","NULL","CONCERTS","ROCK/POP","CONCERTS","Dead & Company","LIVE NATION & DZP PRESENTS      DEAD & COMPANY                                  MGM GRAND GARDEN ARENA       L.E.T. Included       SAT NOV 28 2015 7:30 PM  ",3,297,"eTicket",2015-11-29,"03:30:00",2015-09-16,2015-09-18,2015-09-18,"19:25:49",2015-09-18,2015-10-15,"PST","LAS VEGAS, NEVADA","89109","www.ticketmaster.com","T ","Y ","Las Vegas"
"4306","Slash Featuring Myles Kennedy & the conspirators: world on fire tour","Slash","Fozzy","CONCERTS","ROCK/POP","CONCERTS","Slash Featuring Myles Kennedy & the conspirators: world on fire tour","   Live Nation Presents   Slash feat. Myles Kennedy    and The Conspirators      SOUTH SIDE BALLROOM     1135 S. LAMAR/DALLAS,TX   SUN MAY 24 2015 8:00 PM  ",5,187.5,"eTicket",2015-05-25,"01:00:00",2015-02-25,2015-02-27,2015-05-23,"19:42:46",2015-05-23,2015-05-24,"CST","DALLAS, TEXAS","75215","www.concerts.livenation.com","T ","Y ","Dallas"
"4307","Black Sabbath: The End","Black Sabbath","Rival Sons","CONCERTS","HEAVY METAL","CONCERTS","Black Sabbath: The End","   LIVE NATION PRESENTS         BLACK SABBATH                THE END            NIKON JONES BEACH THTR        RAIN OR SHINE        WED AUG 17 2016 7:30 PM  ",1,95,"eTicket",2016-08-17,"23:30:00",2015-10-28,2015-10-31,2016-01-21,"22:50:04",2016-01-21,NA,"EST","WANTAGH, NEW YORK","11793","www.concerts.livenation.com","F ","Y ","New York"
"4308","Three Days Grace","Three Days Grace","Halestorm","CONCERTS","ROCK/POP","CONCERTS","Three Days Grace"," LIVENATION.COM PRESENTS       THREE DAYS GRACE            WITH GUESTS         BURTON CUMMINGS THEATRE             ****             MON NOV 16 2015 8:00PM  ",2,90,"TicketFast",2015-11-17,"02:00:00",2015-06-04,2015-06-05,2015-06-08,"04:06:05",2015-06-07,2015-11-15,"PST","WINNIPEG, MANITOBA","R3B","www.ticketmaster.ca","T ","Y ","Winnipeg"
"4309","Jiffy Lube Live Premier Parking: Uproar Festival","Hertz Premier Parking","NULL","MISC","PARKING","PARKING","Jiffy Lube Live Premier Parking: Uproar Festival","THIS VOUCHER IS VALID FOR      PREMIER PARKING         GOOD THIS DATE ONLY      PREMIER PARKING EVENT        JIFFY LUBE LIVE       FRI AUG 16 2013 2:00 PM  ",1,35,"Mail",2013-08-16,"18:00:00",NA,2013-04-25,2013-06-24,"12:35:39",2013-06-24,2013-06-26,"EST","BRISTOW, VIRGINIA","20136","www.concerts.livenation.com","T ","N ","Washington DC"
"4310","The Lawn At White River State Park Premier Parking:the Avett Brothers","Lawn At White River Premier Parking","NULL","MISC","PARKING","PARKING","The Lawn At White River State Park Premier Parking:the Avett Brothers","  VALID FOR PARKING ONLY   THE LAWN PREMIER PARKING  WRSP UNDERGROUND GARAGE  ENTER NORHT OF BOX OFFICE    GOOD THIS DATE ONLY     SUN SEP 30 2012 7:30 PM  ",1,20,"TicketFast",2012-09-30,"23:30:00",NA,2012-04-04,2012-05-14,"16:15:06",2012-05-14,NA,"CST","INDIANAPOLIS, INDIANA","46204","NULL","F ","N ","Indiana-Ohio"
"4311","Verizon Wireless Premier Parking: Coldplay","Verizon Wireless Amph. Irvine Premier Parking","Coldplay","MISC","PARKING","PARKING","Verizon Wireless Premier Parking: Coldplay","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%SAT AUG 20, 2005 7:30PM",1,20,"Mail",2005-08-21,"02:30:00",2005-06-02,2005-06-04,2005-06-04,"00:00:00",2005-06-04,2005-06-12,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"4312","Kevin Hart: What Now Tour","Kevin Hart","NULL","CONCERTS","COMEDY","ARTS","Kevin Hart: What Now Tour","   LIVE NATION PRESENTS           KEVIN HART              WHAT NOW TOUR        MID HUDSON CIVIC CENTER       POUGHKEEPSIE, NY      TUE OCT 13 2015 7PM SHOW ",2,150,"TicketFast",2015-10-13,"23:00:00",NA,2015-09-30,2015-10-01,"13:02:58",2015-10-01,2015-10-13,"EST","POUGHKEEPSIE, NEW YORK","12601","mobile.ticketmaster.us","T ","Y ","New York"
"4313","Madonna Rebel Heart Tour","Madonna","NULL","CONCERTS","ROCK/POP","CONCERTS","Madonna Rebel Heart Tour","   LIVE NATION PRESENTS            MADONNA               REBEL HEART TOUR           Philips Arena            OPENING ACT 8PM           WED JAN 20 2016      ",2,508,"BWC",2016-01-21,"01:00:00",2015-03-10,2015-03-16,2016-01-04,"16:57:23",2016-01-04,2016-01-14,"EST","ATLANTA, GEORGIA","30303","www.ticketmaster.com","T ","Y ","Atlanta"
"4314","Madonna Rebel Heart Tour","Madonna","NULL","CONCERTS","ROCK/POP","CONCERTS","Madonna Rebel Heart Tour","   LIVE NATION PRESENTE            MADONNA               REBEL HEART TOUR          CENTRE VIDEOTRON       PREMIERE PARTIE 20H00     LUN 21 SEPT 2015 20H00  ",2,190,"eTicket",2015-09-22,"00:00:00",2015-05-01,2015-05-02,2015-09-02,"00:59:37",2015-09-01,2015-09-01,"EST","QUÉBEC, QUEBEC","G1L","www.ticketmaster.ca","T ","Y ","Montreal"
"4315","1 Day Gorge Camping Pass For Jack Johnson Aug 22","Gorge Camping","Jack Johnson","MISC","CAMPING","INVALID","1 Day Gorge Camping Pass For Jack Johnson Aug 22","%OVERNIGHT C A M P I N G%* 1 DAY PASS *%GORGE CAMPGROUND%* GOOD THIS DATE ONLY *%FRI AUG 22, 2008",1,40,"TicketFast",2008-08-23,"02:00:00",NA,2008-03-15,2008-04-13,"00:00:00",2008-04-13,2008-08-05,"PST","QUINCY, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4316","Legacy Parking Presented By Hertz: Jimmy Buffett","Hertz Legacy Parking","NULL","MISC","PARKING","PARKING","Legacy Parking Presented By Hertz: Jimmy Buffett","    PRESENTED BY HERTZ          LEGACY PARKING           FOR PARKING ONLY        GOOD THIS DATE ONLY       KLIPSCH MUSIC CENTER    TUE JUL 31 2012 8:00 PM  ",1,25,"Mail",2012-08-01,"00:00:00",NA,2012-04-21,2012-04-21,"14:21:51",2012-04-21,2012-04-27,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
"4317","Dodge Theatre Adams Street Parking - reo speedwagon","Dodge Theatre Parking","NULL","MISC","PARKING","PARKING","Dodge Theatre Adams Street Parking - reo speedwagon","ADAMS STREET PARKING%REO SPEEDWAGON%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%GOOD ONLY ON 7/24/10%GARAGE OPENS AT 6PM",1,10,"Mail",2010-07-25,"01:00:00",NA,2010-04-08,2010-04-28,"00:00:00",2010-04-28,2010-05-04,"MST","PHOENIX, ARIZONA","85003","NULL","T ","N ","Arizona"
"4318","Gorge Amphitheatre Vip Club Access-dave Matthews Band","Gorge Amphitheatre Vip Club","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Gorge Amphitheatre Vip Club Access-dave Matthews Band"," VIP CLUB ACCESS FOR ONE   CONCERT TICKET REQUIRED    STAR PARKING INCLUDED     THE GORGE AMPHITHEATRE     GOOD THIS DATE ONLY         FRI AUG 31 2012      ",2,150,"Mail",2012-09-01,"01:00:00",NA,NA,2012-04-08,"21:35:17",2012-04-08,2012-04-12,"PST","GEORGE, WASHINGTON","98848","NULL","T ","N ","Seattle"
"4319","First Midwest Bank Amp. Parking: Crosby Stills Nash And Young","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","First Midwest Bank Amp. Parking: Crosby Stills Nash And Young","**PREMIER PARKING ONLY**%CROSBY STILLS NASH YOUNG%THIS TICKET VALID ONLY FOR%**PREMIER PARKING**%FIRST MIDWEST BANK AMP%SUN SEP 3 2006 7:30PM",1,20,"TicketFast",2006-09-04,"00:30:00",2006-05-10,2006-05-12,2006-05-10,"00:00:00",2006-05-10,2006-05-10,"CST","TINLEY PARK, ILLINOIS","60477","NULL","T ","N ","Chicago"
"4320","Premier Parking: Steely Dan With Michael Mcdonald","Virginia Beach Amphitheater VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Steely Dan With Michael Mcdonald","VALID FOR PARKING ONLY%PREMIER PARKING LOT%VERIZON WIRELESS VB AMP%PARKING FOR AUG 15,2006%LOT OPENS 2 HOURS PRIOR%TUE AUG 15,2006 7:30PM",1,15,"TicketFast",2006-08-15,"23:30:00",NA,2006-05-20,2006-06-21,"00:00:00",2006-06-21,2006-06-21,"EST","VIRGINIA BEACH, VIRGINIA","23456","NULL","T ","N ","Virginia"
"4321","Radio 104.5's 9th birthday show","Florence and the Machine","The Lumineers","CONCERTS","ROCK/POP","CONCERTS","Radio 104.5's 9th birthday show","    WWW.LIVENATION.COM      FLORENCE & THE MACHINE  RADIO 104.5 BIRTHDAY SHOW       BB&T PAVILION       RAIN OR SHINE*NO REF/EXCH  FRI JUN 17 2016 1PM DRS  ",2,20.9,"eTicket",2016-06-17,"18:00:00",2016-02-11,2016-02-12,2016-02-11,"17:01:51",2016-02-11,NA,"EST","CAMDEN, NEW JERSEY","08103","www.concerts.livenation.com","F ","Y ","Delaware Valley"
"4322","Verizon Wireless Premier Parking: A.fernandez, Marc Anthony, Chayanne","Verizon Wireless Amph. Irvine Premier Parking","Marc Anthony","MISC","PARKING","PARKING","Verizon Wireless Premier Parking: A.fernandez, Marc Anthony, Chayanne","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%WED AUG 24 2005 8:00PM",1,20,"TicketFast",2005-08-25,"03:00:00",NA,2005-07-30,2005-07-30,"00:00:00",2005-07-30,2005-07-30,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"4323","Verizon Wireless Premier Parking: K-earth Show","Verizon Wireless Amph. Irvine Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Premier Parking: K-earth Show","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON AMPHITHEATER%SAT SEP 15, 2007 4PM DOORS",1,20,"TicketFast",2007-09-15,"23:00:00",NA,2007-08-06,2007-09-05,"00:00:00",2007-09-05,2007-09-11,"PST","IRVINE, CALIFORNIA","92618","NULL","T ","N ","Los Angeles"
"4324","Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt","Lady Antebellum","Hunter Hayes","CONCERTS","COUNTRY","CONCERTS","Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt","  Quicken Loans Presents       LADY ANTEBELLUM            #WheelsUpTour        Hunter Hayes & Sam Hunt   Sleep Train Amphitheatre  FRI JUL 10 2015 7:00 PM  ",6,241.5,"eTicket",2015-07-11,"02:00:00",2015-02-18,2015-02-20,2015-06-13,"19:59:10",2015-06-13,2015-06-13,"PST","CHULA VISTA, CALIFORNIA","91911","www.concerts.livenation.com","T ","Y ","San Diego"
"4325","Jimmy Buffett: Jones Beach Theater Premier Parking","Nikon At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","Jimmy Buffett: Jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SATURDAY JULY 1 2006 8PM",1,15,"UPS",2006-07-02,"00:00:00",NA,2006-03-20,2006-03-20,"00:00:00",2006-03-20,2006-03-21,"EST","WANTAGH, NEW YORK","11793","NULL","T ","N ","New York"
"4326","Kevin Hart: What Now Tour","Kevin Hart","NULL","CONCERTS","COMEDY","ARTS","Kevin Hart: What Now Tour","   LIVE NATION PRESENTS           KEVIN HART              WHAT NOW TOUR        AMERICAN AIRLINES CENTER         DALLAS, TX         FRI AUG 14 2015 7PM SHOW ",2,143,"eTicket",2015-08-15,"00:00:00",NA,2015-02-20,2015-06-20,"13:36:45",2015-06-20,2015-06-20,"CST","DALLAS, TEXAS","75219","www.ticketmaster.com","T ","Y ","Dallas"
"4327","Legacy Club :kelly clarkson & the fray","Klipsch Legacy Club","NULL","MISC","CLUB ACCESS","UPSELL","Legacy Club :kelly clarkson & the fray","       LEGACY CLUB         ENTRANCE IN SOUTH PLAZA     NOT AN EVENT TICKET       KLIPSCH MUSIC CENTER   GOOD FOR CLUB ADMIS. ONLY  SUN SEP 02 2012 7:00 PM  ",4,40,"TicketFast",2012-09-02,"23:00:00",NA,2012-04-20,2012-09-02,"14:45:12",2012-09-02,2012-09-02,"CST","NOBLESVILLE, INDIANA","46060","www.livenation.com","T ","N ","Indiana-Ohio"
"4328","Tabernacle Parking: James Blunt","Tabernacle Parking","NULL","MISC","PARKING","PARKING","Tabernacle Parking: James Blunt","PARKING PASS-PARKING ONLY%JAMES BLUNT%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%TUE MAR 04 2008  8:00PM",1,9,"Mail",2008-03-05,"01:00:00",NA,2007-11-13,2008-01-01,"00:00:00",2007-12-31,2008-01-05,"EST","ATLANTA, GEORGIA","30303","NULL","T ","N ","Atlanta"
"4329","Jewel","Jewel","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Jewel","   LIVE NATION PRESENTS             JEWEL           DOORS 7:00PM / SHOW 8:00PMFOX PERFORMING ARTS CENTER   3801 MISSION INN AVE        THU MAY 19 2016      ",2,52,"eTicket",2016-05-20,"02:00:00",2016-01-27,2016-01-29,2016-02-03,"19:14:44",2016-02-03,NA,"PST","RIVERSIDE, CALIFORNIA","92501","mobile.livenation.us","F ","Y ","Los Angeles"
"4330","Premier Parking : mayhem festival","Umb Bank Pavilion St. Louis Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : mayhem festival","ADMIT ONE VEHICLE FOR%PREMIER PARKING%FOLLOW VIP PARKING SIGNS%VERIZON WIRELESS AMP STL%MAYHEM FESTIVAL%WED JUL 23 2008  2:00PM",1,20,"UPS",2008-07-23,"19:00:00",NA,2008-04-19,2008-05-28,"00:00:00",2008-05-28,2008-05-29,"CST","MARYLAND HEIGHTS, MISSOURI","63043","NULL","T ","N ","St. Louis"
"4331","Train Premier Parking","Blossom Amphitheatre Premier Parking","NULL","MISC","PARKING","PARKING","Train Premier Parking","* *THIS IS NOT A TICKET* *          TRAIN                PREMIER PARKING         BLOSSOM MUSIC CENTER     * * *RECEIPT ONLY* * *   WED JUL 17 2013 7:00 PM  ",1,20,"Mail",2013-07-17,"23:00:00",NA,2013-02-05,2013-02-05,"15:02:48",2013-02-05,2013-02-08,"CST","CUYAHOGA FALLS, OHIO","44223","www.concerts.livenation.com","T ","N ","Cleveland"
"4332","Premier Parking: James Taylor","Chevrolet Theatre Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking: James Taylor","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%JAMES TAYLOR%CHEVROLET THEATRE%WED AUG 15 2007 8:00PM",1,10,"Mail",2007-08-16,"00:00:00",NA,2007-06-08,2007-06-08,"00:00:00",2007-06-08,2007-06-11,"EST","WALLINGFORD, CONNECTICUT","06492","NULL","T ","N ","Boston"
"4333","Verizon Wireless Music Center Premier Parking : tom petty","Klipsch Music Ctr. Ind. Premier Parking","NULL","MISC","PARKING","PARKING","Verizon Wireless Music Center Premier Parking : tom petty","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%TOM PETTY%VERIZON WIRELESS MUSIC CTR%THU JUL 3 2008 7:30PM",1,20,"TicketFast",2008-07-03,"23:30:00",2008-01-30,2008-02-04,2008-02-06,"00:00:00",2008-02-06,2008-02-14,"CST","NOBLESVILLE, INDIANA","46060","NULL","T ","N ","Indiana-Ohio"
